,Reviews,Sentiment,Sentiment_Type
1888,"`` whole experience poor flying london heathrow athens . ancient aircraft ( 767 ) , poor inflight entertainment new food offering purchase food slow lacking limited range product . short haul , athens 4 hour classified , ba low cost carrier without efficiency established low cost carrier . sole advantage fly to/from major airport . airline trading past reputation matter time largely loyal customer base desert alternative airline . `` ; ;",-1,Negative
1889,"`` doha london heathrow . flown doha qatar airway , flight british airway shock . start club world seat comfortable . hardly anywhere stow bit piece . cabin crew indifferent . departed approximately 9am . immediately reaching cruising altitude , informed serving `` lunch '' . 10am . told would given sandwich descent , 7 hour flight . cynical person might think crew wanted get meal service way early . n't know timezone `` lunch '' , possibly bangkok , certainly doha london time . 5 hour rang bell . female cabin crew person came asked incredulously , `` ring bell '' ? yes , , entire flight . asked sandwich told would wait . , want . five course meal , sandwich . flown qatar airway entire menu la carte order anything time , apparently pre-prepared sandwich big ask . business class . pointedly ignored rest flight . complain immediately ba credit , received response - basically sorry felt way . never . pay fortune basic service . `` ; ;",-1,Negative
1890,"`` never touch british airway . flown ba route orlando london heathrow long time service seriosuly gone downhill . went back plane ask snack told buy . paid £1000 ticket replied 'm 've paid enough flight already . cabin manager replied 'well thats way industry going , people want value money get , airline , n't like tough ' . never spoken rudely member staff life ! well seat old screen n't work . airline namely air new zealand , singapore airline , even american , opinion represent lot better value money , even still get snack long haul flight ! ( guess airline right ? ) . `` ; ;",-1,Negative
1891,"`` leeds bradford heathrow . service equal ryanair easyjet . 've flying ba regularly last 4 year ca n't get head around going . complimentary drink replaced buy board menu flight short passenger even get served ! really appalling . competition lba route , certainly wo n't pay anything extra travel ba alternative available - ryanair around fifth price usually ! `` ; ;",-1,Negative
1892,"`` vienna los angeles via london . 12/31/16 5pm night flight , received email saying first leg london cancelled needed call reschedule . phone , rep told flight later day could take 31st . said great book . received conformation noticed flight scheduled 1/31/17 . told said `` oh yes error part '' . however , book gave seat . told mistake needed fix . said thing could give partial refund would useless $ 2k buy new ticket could fly 1/4/17 . asked british airway would comp hotel mistake . said asked expected pay hotel 4 night . answer . refused book airline . asked manager said none available . fought ba 5pm 1am ( exaggeration , screeenshots phone call ) . decided get 6am , go airport , talk ba rep - find ba rep rep representing ba rep. told first could nothing either told care u got get u . managed get flight philadelphia next day . comp 'd hotel night meal . business inconvenienced . however , failed tell flight connected individually check one . check-in associate also failed . therefore , stewardess airberlin 30 minute late made u delayed quite bit , run next gate find n't checked gave seat away . begged pleaded ( cried ) somehow grace higher found seat . upon arrival u grateful , found bag left dusseldorf . took another 2 week get back . end , ba left $ 400 deficit ( get home ca philly ) . contacted customer service complain took month hear back say could n't anything . next time spend however much cost fly airline form management overseeing employee know screw . lufthansa , example , treated well n't even paying customer . `` ; ;",-1,Negative
1893,"`` ❎london heathrow innsbruck . loyal customer british airway 30 year . ever choice another airline chose british airway , . new food drink service appalling . crew flight never made last 8 row , child ( sat back ) went thirsty . particularly poor another child wandered back plane vomited copiously everywhere - clearly ba 's fault , fault could n't get drink child take mind stench puke pervading part plane . next time fly ryanair . doubt 'll notice difference . `` ; ;",-1,Negative
1894,"`` los angeles london heathrow . starting charged $ 180 check hold luggage , despite outbound sector able check hold luggage free . onboard service continues decline passenger ba world traveller - terrible food , minimal drink raised eye brow ask second glass wine . get feeling much ask anything bare minimum restrained arrested arrival destination . seat okay , better comfort american airline say movie selection tv selection poor usual random selection tv programme interrupted continually onboard announcement . new ba ceo great job turning great airline low cost subsidiary vueling . `` ; ;",0,Neutral
1895,"`` gatwick barcelona . unimpressed new & board service . boarding process badly organised cabin crew cabin bag ( quite ) overhead compartment took age passenger place bag overhead . put bag much behind row . 's point fly anymore service like budget airline , sadly booked ticket announcement buy onboard . `` ; ;",-1,Negative
1896,"`` london heathrow rio de janeiro . 45 minute delay tarmac . air conditioning n't working delay - would work engine . cabin therefore unbearably hot . foam seat 30b deteriorated point could feel metal bar underneath digging tail bone . informed cabin staff - due flight overbooked , could n't moved given extra pillow . 12 hour flight n't think acceptable . uncomfortable flight . flight entertainment kept pausing pixelating/blipping . flight snack paid . considering price flight , think poor . british airway budget airline . fact airline currently rated lower ba top 100 airline ( eg virgin atlantic malaysian airline ) still provide complimentary board snack . two flight meal flight - occasion offered meal choice run . , could forgive - twice ? complained flight staff second occasion ( keep mind end flight sitting uncomfortable metal bar 10 hour ) - steward informed ' travelling poor country grateful food getting ' . rude ! book flight ba get lectured flight staff . quality meal dropped dramatically . cracker cheese , fruit . served mail meal coleslaw fruitcake ( intensely dislike ) . made unavailability complimentary snack flight even upsetting . 'd choice menu , served unpalatable . take medication need taken food - choice purchase food board . additional charge already expensive flight 'hard pill swallow ' . `` ; ;",-1,Negative
1897,"`` ❎london heathrow new york . paid £250 pre-book seat wife nervous flyer like window seat . even left ba changed seat middle aisle without notifying u . luckily spotted booking portal changed back window seat . cut long story short return journey moved middle aisle seat even though aircraft upgraded jumbo ! complaining airport told flight fully booked complain got back home would get refund . told 'they always ' . returning back uk christmas eve contacted customer service told would receive refund ( took customer service operator name id number ) - refund . completed on-line complaint form - received acknowledgment - nothing happened . wrote chief executive , acknowledgement , nothing . wrote refund department , acknowledgement , nothing . chased customer service told refund department busy . never fly ba . quote british airway customer service response `` completely understand 're unhappy n't get preferred seat . apologise inconvenience caused . hope welcome travel companion board soon . '' response ' n't think ' . `` ; ;",-1,Negative
1898,"`` ❎flew british airway economy tampa athens back via london gatwick outbound london heathrow inbound . boeing 777 outbound bit scruffy overall good experience . new ife installed inbound aircraft , moving map inoperable seemed loaded movie tv option . crew excellent flight . continue favor ba long trip - really work hard . seat rest come way annoyance . sure like new charge food european leg - 5gbp steep coffee tea plastic cup . `` ; ;",-1,Negative
1899,"`` hong kong london a380 business class . like upper deck cabin preferred seat , complete privacy . food adequate , large quantity though superior quality . drink served generously . good arrival lounge lhr , necessity flight arrives 4:50am . `` ; ;",1,Positive
1900,"`` mother 79 year old well , booked business class ticket ba676 istanbul 7th jan 2017 requested disabled person assistance mother . flight got cancelled due bad weather ist , understood , tried reschedule flight , faced mess nightmare staff know istanbul airport shut due snow . nearly got rebooked flight munich refused ba ticketing agent know turkish incoming flight munich cancelled - show look web making u travel munich would got stranded . total stranded heathrow 15 hour managed fly istanbul via athens aegean airline 22:30 next day athens delayed nearly 21 hour . finally got option travel via athens , go collect luggage , asked pre-arranged assistance mother , told assistance available due fact many people needed help . walk long distance back immigration ba 's lounge t5 . went marked luggage desk ( club word ) , told go alone collect luggage nearly 2000 piece luggage flight cancelled . asked transport t2 , train offered link terminal - take taxi cost £20.00 get t2 . asked refund part ticket , received general reply without joy ! british airway need look around learn airline , surprised standard aegean airline , pleasant staff , clean aircraft , comfort seat quality food . missing ba . `` ; ;",-1,Negative
1901,"`` london heathrow berlin tegel . good flight . food good short-haul flight business class , note longer free snack drink economy . sell & stuff . question whether worth flying business short-haul . one long haul segment . expect nothing turn exceed expectation . `` ; ;",1,Positive
1902,"`` ❎gatwick salzburg return business class , pleasant flight , flight arriving early . flight early morning , hot breakfast provided champagne . flight back , afternoon tea provided , rather lunch , odd flight leaving 14.00 local time . `` ; ;",-1,Negative
1903,"`` ❎gatwick barbados , outbound 19th january returning 2nd february . many year travelling many part world , last flight eye opener see bean counter ruin airline reputation . please british airway , need improve . `` ; ;",-1,Negative
1904,"`` ❎bordeaux london gatwick . former executive gold card holder ( 7 year running ) , long haul travel stopped due change job sadly lost status , back `` blue '' . started flying british airway , recently , bordeaux gatwick route , served 737-400 replaced modern a320 . surprise cabin look nice ( although leg room seems reduced ryanair ) pleasant feeling . sadly discovered one pay wine food board ( economy ) wine good ( wine trade professional ) . food `` & '' concept , n't get & supply wine ? year ago selection process british airway different wine great ! overall flight gatwick enjoyable , crew professional , hardly expensive easyjet route . next ba trip february 18th , time shanghai . concerned , though , read generally appalling comment ba 's long haul route various traveller worry expect forthcoming flight , economy ! hope ba taking comment onboard seriously . `` ; ;",-1,Negative
1905,"`` ❎london heathrow san francisco return . upgraded premium economy business outward leg business booked return . leg a380 super plane , spacious , comfortable clean . entertainment screen much bigger older 747 's . flight good attentive , friendly cabin crew excellent food . complaint inbound flight 7 minute past scheduled time sufficient miss connecting flight . ba never book connection tight schedule . problem compounded disinterested ground staff , especially ba manager t5 interested continuing conversation colleague assisting passenger helping pay wage . `` ; ;",1,Positive
1906,"`` aberdeen paris via london heathrow . british airway stooped lowest level penury introducing well-marketed poorly executed scheme & tie-up catering european domestic route . ba passenger remain thirsty even 3 hr flight far europe destination without credit debit card . leave alone complimentary drink , even cup water charged . cash accepted . stooped lowest level customer service renowned airline . evaluate option travelling ba domestic european route , although bronze member . `` ; ;",-1,Negative
1907,"`` london heathrow copenhagen . first time experiencing british airway buy-on-board service . must brand suicide worst . ba go full-service carrier low cost overnight astounding . brand cheapened , offering n't gourmet , least could pas time tea biscuit , ca n't even get hot water free . even sa offer complimentary coffee . cease amaze taken away british airway every single class travel , yet n't see decrease ticket price . positive flight time crew friendly , feel must complete embarrassment . `` ; ;",1,Positive
1908,"`` london heathrow washington dulles . first long haul flight british airway . flight time , quite new spotless aircraft . friendly efficient cabin crew . descent lunch followed snack served 1 hour prior landing . good choice drink soft drink . informative cockpit crew . wide choice ife . con : limited legroom economy ( additionally limited electronix box beneath seat ) . overall impressed . decent value money paid . would definitely fly ba . `` ; ;",1,Positive
1909,"`` heathrow hong kong business class 3rd january part holiday new zealand , also involving flight cathay pacific malaysia airline . flight hong kong british airway showed bad british airway far fallen behind airline . continual penny pinching poor staff attitude evident throughout flight . check-in terminal 5 chaotic , `` computer glitch '' greatly slowed check-in bag drop process . ba staff hand assist evidence continually harassed . business check-in better still busy . ba need speed bag drop urgently . airport allow print baggage label take baggage straight loaded onto conveyor belt member staff check weight make sure heavy , perfect passenger would considerably speed process vast majority passenger check easily . lounge disappointment tired dirty furniture , used dish cleared , seat number passenger poor food availability . great place rest 11 hour journey would concur comment deteriorating standard . compare `` home '' lounge carrier hong kong kuala lumpur . took shower whilst waiting ok. flight good . cabin crew showed general lack interest throughout flight seemed interested getting meal served disappearing view rest flight time meal service prior landing . gone small ( small ) touch made flying ba pleasure , hanging coat , hot towel , second round drink , nice meal leisurely pace overall feeling well looked . comment seat , ba justify 8 across business class ? ying/yang seat first introduced revolution , lot airline 6 across lot space comfort case n't climb another person get whilst sleeping . window seat felt hemmed . storage space thing need flight , glass , tablet computer , water bottle etc . kept floor crammed side seat . sadly ba longer airline choice . spent many year international business travel saw union flag tailfin distant airport knew already nearly home . saved considerable number avios point retirement using , airline within one world alliance possible offer far better product actually look passenger make feel wanted . sorry ba 've lost loyalty . club world poor ( also club europe ) 've lost plot bean counter . never thought 'd say 've joined abba club , anybody ba . `` ; ;",-1,Negative
1910,"`` gatwick mauritius return . absolutely fine online check , baggage drop gatwick collecting baggage mauritius . allocated seat together ( 2 passenger ) given online check , need change . pleasant courteous staff member baggage drop . boarding cabin class row number ran pretty smoothly . boeing 777 16 year old , still presentable condition . 'm 1.8 m. tall medium build found seat pretty comfortable 12-hour flight economy - least aircraft type still 9 abreast despite slightly dated look cabin . largest seat screen 've experienced fine , reasonable selection movie , tv music . drink service followed hot meal ( roast chicken sauce veggie option ) . ate terminal departing case food offering going dire , despite reduction food given tray could n't really fault provided . light dinner hour landing hot breakfast served . cabin crew friendly efficient service , water service night , plus option get drink galley . landed time . spent age queue immigration , luggage waiting u taxi hotel . got safely , time reasonable comfort . return flight week later pretty much outbound . `` ; ;",1,Positive
1911,"`` flew los angeles nice via london heathrow . 2 word : travel nightmare . every leg british airway flight delayed including one delayed due `` paperwork issue would take 10 minute '' . 2 hour later took . late inbound flight caused miss connection british airway charged exorbitant fee wait 4 hour line rebook . inflight entertainment audio system work properly , resolved offered compensation result . far worst travel wife ever experienced , avoiding airline life . `` ; ;",-1,Negative
1912,"`` zurich london heathrow , first trip ba since scrapped type complimentary service onboard u lowly economy cabin traveller . week since introduced buy onboard snack option , cabin staff acted like first day training . okay , might easy , appeared bad tempered customer question new ryanair style service , lot tutting served decided buy something . sick tired ceo ba telling u everywhere customer asked . honest accept ploy enhance personal bonus end year keep shareholder happy . said , seems ba reputation slide across many market , 's shareholder truly worried . ( , sold ba share many year ago ! ) . `` ; ;",1,Positive
1913,"`` gatwick barcelona return , dreadful pretty much sum british airway business class experience . since ba moved gatwick south terminal , new lounge still ready . 're currently using clubroom old virgin atlantic lounge , called speedbird lounge . gold card holder passenger travelling business first class use clubroom . sorry state lounge . full , limited seating , forty minute wait food , available snack empty drink cabinet . left hungry thirsty arrived . worry though , british airway feed onboard . onboard , two hour flight , served afternoon tea consisted three finger sandwich , scone really small slice cake . meal completely insufficient . one drink round offered one top offered . given ba use smallest glass possible , coupled love miniature can lemonade , thirsty . found trading business class completely worth extra spend . disappointed outbound catering disappointment set continue exact afternoon tea meal served inbound flight . staff indifferent spent time chatting galley . `` ; ;",-1,Negative
1914,"`` sofia london heathrow . flight time , british airway slipped low budget airline standard . 've using ba many year , next holiday booked another airline . score 1 even cabin crew , n't receive service onboard . almost 3 hour flight one question moment attention cabin crew . receive attention ask buy something - food , water etc . crew guilty , victim new airline policy . ba lost 's class . `` ; ;",-1,Negative
1915,"`` washington barcelona return via london ( premium economy transatlantic , economy short haul ) . comfortable flight first-rate cabin service way . late departure bcn return trip due fog london largely made made connection washington time spare . also , checked bag make original flight barcelona claim put bag delivered hotel following morning . concerning & food drink service european sector , n't normally eat short-hauls , note one drink offer service favourite ale , old speckled hen , previously seen airline ( paid avios ) . n't enjoy pay something available free , sometimes compensation . ba still first choice international travel get to/from destination comfort attentive , friendly service . `` ; ;",-1,Negative
1916,"`` vancouver london heathrow , really , really hoping british airway refurbished interior boeing 747 flying . sadly case . seat uncomfortable video screen half size ipad definitely looked 20 year old . service great flight attendant would pas regularly refreshment . `` ; ;",1,Positive
1917,"`` london heathrow milan return . british airway fallen service product - better ryanair frankly unless lhr convenient , would seek another airline . even drink offered unless pay although another passenger stated water free offered . seat anyone else insist putting silly yellow cabin bag band carry bag like mean anything . checked bag small carry staff insisted silly thing attached immediately ripped . benefit frequent flier tier meant got early boarding , last trip lhr connection procedure awful . american airline better british airway say . `` ; ;",-1,Negative
1918,"`` flew british airway london gatwick bridge town . flight good , staff attentive . inflight food shocking . second year running choice pasta . whole meal economy big e. doubt whole tray cost 1gbp . food coffee world 's smallest kitkat . eight + hour flight appalling . ba ashamed and/or put another ten pound ticket give proper meal . flown virgin , thomas cook etc outstandingly ba worst . fly virgin . `` ; ;",-1,Negative
1919,"`` mighty fallen , say continue fall . partner booked ticket london johannesburg back september 16 , paid approx £1700 2 economy ticket ( slightly normal paid extra leg room seat ) . evening flight traveling relatively new a380 , first problem enough room hand luggage near seat , placed 30 foot aircraft - life threatening , annoying want get thing bag , surprised lack space . real issue came serving evening meal flight attendant announced `` vegetable lasagne '' rather explaining £1700 able offer u default evening meal ( chicken beef ) ran ! made effort remedy situation , whether choice premium business never know , say pretty easy please come food n't happy vegetable lasagne meal result . left aircraft received text ba asking feedback flight , took time respond explaining received response . whilst johannesburg tried contact/ call johannesburg complain trying contact speak anyone ba like trying get audience pope francis ! eventually received email response stating complaint n't qualify redress , challenged , explained hypothetical situation whereas passenger paid fare left aircraft 1 ) would prepared pay full cost flight ( ! ) 2 ) would ba reasonable , expect pay full cost . summary , eventually offered £15 credit next ba flight - totally unacceptable n't fly often , even £15 shopping voucher apology would sufficient , felt hugely disappointed national carrier 's onboard service 's customer relation arrogantly n't give damn . looking back , point made angry total disinterest . `` ; ;",-1,Negative
1920,"`` london heathrow zurich . fog morning heathrow called ba checked online delay late afternoon flight . told several time flight time . disorganized boarding , door aircraft closed 15 minute late . captain informed u 45 minute delay departure , fog morning heathrow airport . end arrived 1.5 hour delay zurich . airborne informed new catering concept ( ! ) british airway economy class passenger european flight . pay food drink . thanks delay spent two half hour ba plane receive free glass water . `` ; ;",-1,Negative
1921,"`` madrid london . fairly chaotic check , largely iberia staff . boarding quick friendly welcome cabin crew . seat cramped par low cost standard , cabin reasonably clean . flight crew gave good information . inflight crew started new food drink sale , chaos started . time taking row served excruciating . seated 9 row back gave waiting drink dozed . landing spoke neighbour asked finally got served ... said sandwich run long staff got . cheap fare got , british airway state publicly customer asked new service , buy onboard etc . lie , yet meet anyone asked wanted many month ba stopped complimentary service . sad see national airline slipped well like lufthansa air france . `` ; ;",-1,Negative
1922,"`` ❎london heathrow philadelphia return . good experience flight . mature crew outbound longer wait drink meal service , energetic younger crew return , everything happened quickly efficiently . crew friendly control cabin , made relaxed atmosphere . food noticeably better late - hope continue . return original onward flight cancelled due fog , rebooking done time checked phl text message also effect . concorde room fine way though starting look little frayed , still acceptable even food beverage staff always smile much . good solid enjoyable flight . would add review applies recent experience others positive . `` ; ;",1,Positive
1923,"`` decline british airway . review primarily ba euro traveller economy . two year ago one felt good travelling ba . mile ahead budget airline . yes bit expensive , one enjoyed reasonable food beverage , checked case 20kg , part service . today ba provides free food beverage , require extra payment check luggage . today , within europe , ba absolutely advantage opposite easyjet , norwegian , monarch even ryanair . anyone pay extra ba , lost absolutely unique selling point . incidentally coming back malta london gatwick ba business class , nowhere hang coat . previously ba flight attendant always hung cupboard . cupboard ! extra seat instead . decline fall proud ba . future ba need meet cheaper budget airline . `` ; ;",-1,Negative
1924,"`` returning home wedding december 27 , 2016 , connecting british airway london heathrow abuja . seat chosen changed horrible seat near toilet . never got explanation action . however , n't fussy excited getting married . also , flight dirty , food terrible took forever get served first place . flight arrived abuja airport supposed get another flight two hour final destination within nigeria . went claim luggage carousel , waited hour till luggage gone could n't find luggage wedding item , including wedding dress . imagine devastated , cancel connecting flight final destination order sort issue . spent night abuja hoping luggage would come flight arriving next morning one ba flight arrives heathrow abuja day . luggage never arrived next day . husband spend hideous amount money purchasing emergency wedding item . ba staff airport n't helpful , rude none could give u reasonable information luggage . luggage finally arrived 5 day wedding bad shape . till day , ba refused acknowledge claim n't refunded expense course flying . ba ruined supposed best day life vowed never fly ba . `` ; ;",-1,Negative
1925,"`` london heathrow cape town return . previously flown ba first class boeing 777 a380 , trip ageing boeing 747-400 heathrow terminal 3 disappointing . sooner ba replace aircraft , better . window seat least cramped middle seat , looked like ba 's dreadful club world seat . first disappointment came pre-booking meal told due cabin crew strike ended day flying , would get club world meal instead . ? 14 first class seat caterer strike quite annoyed offered avios compensation ! ife screen quality poor movie selection particularly good . good thing 2 excellent lady serving cabin . ba need stop treating premium passenger contempt wake fact lot competition . priority boarding joke ; anybody bronze executive club card get half aircraft rush boarding gate . priority need re-assessing ( controlling ) . special need first class passenger first trickle . also need maintain aircraft better standard replace quickly . `` ; ;",-1,Negative
1926,"`` london heathrow chicago first british airway . better last trip club world , recently come back extended trip around asia ( ba ) , one quickly realises sub-par ba experience become . airport service heathrow distinctly average economy style . onboard , staff friendly , surly frankly lazy . loo checked cleaned throughout flight . n't fly dine , like pub grub compared top first class airline , cost saving clearly evident . ife okay . trouble proper competition route , u carrier ca n't classified first class league . `` ; ;",-1,Negative
1927,"`` san francisco johannesburg via london . two flight different night day . night flight idea get much sleep possible . sfo-lhr ba286 19th january full business class cabin amazing service mature flight attendant . perfect mix professionalism , friendliness efficiency although boeing 747 seen better day . main meal service done dusted within two hour allowing plenty sleep . lhr-jnb , ba055 20th january absolute disgrace . great aircraft let shambolic rude flight service . attendant much younger besides looking sullen miserable main meal service took 4 hour - night flight . post take drink served relatively quickly . massive gap meal order taken . huge gap meal service started . delivered miserable steward 've ever displeasure encounter . gold card holder csm ( delight ) came give 'personal welcome ' feedback experience . acknowledged new crew 'inexperienced ' said 's excuse rudeness . ba mix old new crew together newbie get grip basic efficient service ? later pleasure flying jnb-cpt comair ( ba franchise south africa ) . great little airline . young crew absolute delight . overall give journey 6/10 breakdown would sfo-lhr 9/10 , lhr-jnb 2/10 , jnb-cpt 9/10 . 've checked recommend box - night flight new contract crew , avoid '' ; ;",1,Positive
1928,"`` flew heathrow larnaca return . aeroplane old tired , uncomfortable seat , overhead tv screen hardly viewed seat chose . headphone work seat either . apart somewhat ok ish journey offering food drink shocking . choose food drink mark spencer 's booklet , believe food & quality , never put good name behind ba endeavour cut cost . whilst accept system recently introduced forced teething problem , fact pay purchase credit card many client scrambling overhead locker shameful . earth ba thinking ? british airway seriously letting badly . felt like low budget airline customer although paid high price ticket . indeed flown easyjet ryanair would saved hundred pound . certainly seeking airline frequent booking cyprus ( amount least 5 6 trip year ) . & , n't spoil good reputation venture . `` ; ;",-1,Negative
1929,"`` flew economy london manchester august 2016. service really good even short flight . crew smiley , food offered okay ( ba discontinued free food drink 2017 ) , flight departed time . london heathrow t5 good queue n't long , even though peak summer time . `` ; ;",1,Positive
1930,"`` flew british airway lisbon san jose via london . lisbon london seat ok , basically coach seat middle seat blocked . crew flight good . bit apprehensive configuration seat long haul boeing 787 london san jose . middle seat , 7e , turned fine , definitely narrower seat airline business class . need go anybody get , however middle seat might easy . staff london san jose flight good warm personal . food quality better airline . `` ; ;",1,Positive
1931,"`` london phoenix british airway premium economy . possibly worst customer service flight attendant ever , outward inward flight . plane dirty , old smelly . cabin crew rude , unhelpful customer service simply ignore complaint . british airway stand budget airline . `` ; ;",-1,Negative
1932,"`` flew gatwick tampa business class 7th january . experience described appalling . business class lounge facility available due move south terminal . use general lounge passenger prepared pay £37.50 could use . meant overcrowded dirty ( fault regular staff . could keep number passenger ) . could get seat anywhere advised ba staff told come back later see seat free . ba ground staff completely overwhelmed number business class passenger complaining appeared wit end . flight mediocre say least . food average service satisfactory . paid £2000 ticket unreasonable expect good service . formally complained british airway via customer service department response came back moving south terminal needed understanding thing would get better future ! even offered refund tea bought main area terminal could get lounge provided . good customer service future travel british airway , travelling virgin even mean get several connecting flight destination . `` ; ;",-1,Negative
1933,"`` flew british airway miami london heathrow 15th january aircraft filthy economy class . pulled tiny tv armrest hair attached . opened armrest retrieve table dirt disgusting , accumulation long period time . tv n't work 3 hour 8.5 hour flight attendant trying re-boot 3 time finally asked could done . paid extra seat extra leg room ( seat 29a ) seat front could stretch right . seat free business class manager flight made clear 'not allowed ' move . traveled business class outbound flight 3rd jan feel value money . stick emirate virgin future know aircraft clean good customer service . logged complaint onboard time week later still heard nothing , n't surprise . `` ; ;",-1,Negative
1934,"`` london heathrow dubai , delayed flight . poor communication lhr british airway staff . horrible food . crowded flight mar mini bite size breakfast . unmotivated crew . money made seems go senior management . disgrace sad experienced , avoid . `` ; ;",-1,Negative
1935,"`` never ! booked round trip london paris return british airway business separate ticket paris johannesburg ( af business class ) cape town paris ( qatar business class ) . outbound flight issue apart appalling lounge london t5 . checked return flight online surprise charge booking seat check opening found strange business class passenger . reason chose ba flight airport ( cdg ) flight cape town via doha arrived long haul flight last thing wanted hassle connection london . plan get refreshed lounge , rest hour get flight . unfortunately , plan trashed arrived check told flight cancelled rebooked orly ( hour away ) . n't stop , transfer provided asked get , unfriendly reply `` well , get bus '' . indication . woman simply turned away started talking colleague . tried get information reply `` go online '' . gave paper thought would map bus turned sheet guideline get compensation . thought ok , least something . next shock , arrived orly . check lady told instead business put economy ! tired wanted get home , agreed asked could still use lounge . oh , possible ! point absolutely appalled asked speak manager . told possible could go online complain . gave went security find flight delayed . spoke lady tried ignore kept repeating `` go online , n't care ba '' . back home complained customer service got reply compensation due ran staff operate flight . complained paper cdg ground crew compensation . generic reply 5 minute , compensation . needle say , never fly ba shame like oneworld partner frequently fly business class ff ( luckily ba ) . `` ; ;",-1,Negative
1936,"`` fair fare . flew bangkok paris via london british airway . allowed choose seat . cabin clean ( lot dust ) . 8 seat per row business , privacy , 50 % seat n't direct access aisle . bad meal small portion . enough toilet . tiny ptv screen poor movie selection . crew friendly helpful . face bad mood ground staff london aggressive refused let u take hand luggage london paris flight . explained business class flew case beginning vacation , n't care refused u bring board . 30 minute showed size allowed ba . recognized mistake let u take . 30 minute stress n't job properly . wo n't fly ba , except cabin crew everything bad looking like budget airline . `` ; ;",-1,Negative
1937,`` glasgow london gatwick british airway . absolutely ludicrous approach carry baggage allowance flight . arrived seat plane approximately third boarded already overhead locker 3 4 row either side jammed capacity huge bag could possibly came even close permitted size allowed cabin . struggled squeeze jacket gap 2 massive case keep small backpack containing change clothes foot flight . idea visibly oversized overweight bag allowed onboard made pretty uncomfortable flight . pretty disappointing airline whose standard seem sliding badly . `` ; ;,-1,Negative
1938,"`` british airway good airline . yesterday coming back bangkok london missed flight , feel asleep airport ( sleepless night food poisoning ) . big favour booked next available flight ( next day ) free charge . never happened another airline . impressed . `` ; ;",1,Positive
1939,"`` london cape town . gallery lounge t3 tatty overcrowded . takeoff delayed hour weather issue , kept well informed waiting push back . seat 62j/k upper deck excellent couple , although plane looking age , patching wherever looked . ife long past due replacement date , small screen poor resolution . cabin crew friendly enough . meal usual sub-standard ba fare , diminishing portion size overcooked main . hotel chocolat choc disappeared . arrival cpt 30 min behind schedule . cape town london , gallery lounge cpt spacious , quickly became packed pax two flight . food option dreadful , worst hot food 've encountered business class lounge . cheese pre-packaged . mcc available champagne . push back 15 min ahead schedule . seat upper deck . meal barely average avoided hot option breakfast . arrived ahead schedule . overall , flight usual ba service . onboard another matter , seat service way ba 's competitor inflated price . `` ; ;",-1,Negative
1940,"`` september 2016 , flew british airway first london kuala lumpur flight ba0033 . initial impression positive . check-in efficient polite friendly staff . concorde room nice place . first suite ( 2a ) offered good amount comfort , space privacy . fast forward 12+ hour . would fly british airway first ? . would fly british airway ? . : flight two member cabin crew first cabin , 8 passenger . 1st cabin crew member polite professional . 2nd cabin crew member extremely unprofessional . supplied headphone set faulty work . ask twice replacement set . took 40 minute receive . airborne , ordered cappuccino . ask three time wait 50 minute arrive . multiple issue dinner : - second person order dinner ; yet last person served . took 2 hour get dinner . someone ordered , got dinner option ( told 30 minute placing order one option available ) . would appear passenger higher executive club membership therefore given choice main course . given option club world main course ( delayed initially given wrong order ) . delay service detriment sleeping plan extremely disappointed service 2nd cabin crew member . issue breakfast : despite first passenger wake order breakfast , another passenger served first given breakfast . ordered cappuccino ; 2nd cabin crew member ignored order . enquired ( 40 minute placed order ) told seat belt sign therefore could . extremely disappointed material time placed order ( time ) seat belt sign displayed . first cabin toilet cleaned properly throughout flight . formal complaint within 24 hour landing kul , wrote formal letter complaint outlining aforementioned issue emailed ceo british airway , alex cruz . ‘ first ' department british airway confirmed receipt email . subsequently , received generic response british airway customer relation . attempt made address ( even explore ) issue gave rise complaint . disappointing . simply offered 10,000 avios point . responded return , rejecting offer asked explanation received poor service flight attempt made british airway address issue outlined formal complaint . response british airway customer relation disappointing offer explanation matter would dealt internally gesture 10,000 avios point british airway “ consistent 're fair customer ” . found statement somewhat ironic . `` ; ;",-1,Negative
1941,"`` st petersburgh london . n't know ba got market research say stop complementary meal , prefer pay ! 've yet find anyone agrees idea certainly one asked opinion . want buy something different , always option endless airport shop boarding . suggest look seriously market research company true , though suspect real reason cost cutting , ba n't want admit . ba would better admit , customer would sympathy trying promote policy benefit customer clearly removing benefit keeping price , see attempted deception image good . tell charging £1.80 water soft drink bargain buy thing tesco 63p insult intelligence , exploiting fact passenger carry liquid security captive market , great image promote world . possible family actively seek avoid ba passenger alternative exists . pay extra checked luggage , pay extra drink , pay extra food , 'm sorry see flag carrier state reduced budget airline . `` ; ;",1,Positive
1942,"`` british airway budget airline premium airline price . flew gatwick cancun . however , wanted snack ( long flight ) buy board , long flight meal beginning end people get hungry . expect buy snack expensive flight . also nowhere plug laptop , expect long expensive flight-especially work . plane also cold ( cold concentrate work ) . would take great deal choose . `` ; ;",-1,Negative
